isin,year,words_pos,words_neg,words,fog,nums,imgsize,tables,boilergrams,company,verified,srn_id,long_name,country,publication date,claim full CSRD compliance,auditor,start PDF,end PDF,Sustainability_Page_Count,link,ESEF-tagged,SASB industry,share_pos,share_neg,words_pos_500,words_neg_500,nums_500,tables_500,boilergrams_500,market_cap_2024,Market_Cap_Cat,abs_affected,abs_biodiversity,abs_climate,abs_conduct,abs_consumers,abs_governance,abs_oth,abs_ownworkforce,abs_pollution,abs_waste,abs_water,abs_workersvalchain,rel_affected,rel_biodiversity,rel_climate,rel_conduct,rel_consumers,rel_governance,rel_ownworkforce,rel_pollution,rel_waste,rel_water,rel_workersvalchain,rel_workersvalchain
AT000000STR1,2024,394,596,48539,23.01719298245614,1453,0.0028265858039107,19,214.0,STRABAG,yes,KXMTSMZzps,STRABAG,Austria,2025-04-28,True,PwC,97,210,114,https://www.strabag.com/site/strabag-company-locale/get/params_E495869683/1682291/STRABAG_Annual%20and%20Sustainability%20Report%202024_e.pdf,,Engineering & Construction Services,394,596,4.058592059992995,6.139393065370115,14.967345845608683,0.1957189064463627,2.204412946290612,4720509465.8,5.0,1555.0,1521.0,2207.0,755.0,877.0,6255.0,1352.0,3144.0,81.0,2600.0,371.0,3160.0,0.069031341560863,0.0675219746071206,0.0979756725561573,0.0335168250022196,0.0389327887774127,0.2776791263428926,0.1395720500754683,0.0035958448015626,0.1154221788155908,0.0164698570540708,0.1402823404066412
AT00000AMAG3,2024,654,713,64253,29.58052173913044,1574,0.0058788594480924,61,21.0,AMAG Austria Metall,yes,eOdPyoEN9Q,AMAG Austria Metall,Austria,2025-02-20,True,EY,10,124,115,https://www.amag-al4u.com/fileadmin/user_upload/amag/Investor_Relations/Publikationen/2024/AMAG_GJ2024_Finanzbericht_en.pdf,,Metals & Mining,654,713,5.089256532768898,5.548379064012575,12.248455325043189,0.4746860068790562,0.1634164941714783,876127027.2,2.0,1428.0,880.0,3430.0,294.0,2120.0,10981.0,1756.0,2927.0,121.0,1524.0,1250.0,2727.0,0.0515858680731161,0.0317896105772704,0.1239072321364063,0.0106206198974062,0.0765840618452424,0.3966837656238711,0.1057365797268983,0.0043710714543746,0.0550538255906365,0.0451556968427136,0.0985116682320641
AT00000FACC2,2024,550,471,36490,22.45452380952381,913,0.0144259893508365,50,112.0,FACC,yes,M2OHiF61FY,FACC,Austria,2025-03-26,True,KPMG,23,64,42,https://www.facc.com/en/content/download/3113996/file/FA_0124_Geschaeftsbericht_EN_RZ_250325_FINAL.pdf,,Aerospace & Defence,550,471,7.536311318169361,6.453822965195943,12.51027678816114,0.6851192107426692,1.534667032063579,282988793.76,1.0,876.0,290.0,1357.0,249.0,1858.0,4129.0,835.0,4133.0,346.0,1964.0,420.0,2737.0,0.0477150171577972,0.0157960673239283,0.0739147012364507,0.0135628302195108,0.1012037692684786,0.224903317174138,0.2251211939648129,0.0188463423933765,0.1069775042213628,0.0228770630208617,0.1490821940192821
AT0000606306,2024,2059,1733,198475,27.56985465116279,15774,0.0002810317637838,267,487.0,Raiffeisen Bank International,yes,xx9N18onAN,Raiffeisen Bank International,Austria,2025-02-25,True,Deloitte,74,417,344,https://www.rbinternational.com/content/dam/rbi/ho/investors/results-reports/annual-reports/rbi/2025-02-25%202024%20RBI%20Annual%20Report.pdf.coredownload.pdf,,Commercial Banks,2059,1733,5.1870512659025065,4.365789142209346,39.73800226728808,0.6726287945585087,1.2268547676029726,6714497007.3,6.0,11154.0,2416.0,5876.0,2542.0,10720.0,29813.0,2725.0,7515.0,1486.0,3913.0,513.0,4904.0,0.1379557710384406,0.0298817592638401,0.0726760005936773,0.0314401622718052,0.1325879384554494,0.3687354672735368,0.0929476079750655,0.0183792608717162,0.0483970711918072,0.0063449265324296,0.0606540345322317
AT0000609607,2024,770,688,68197,18.60875,2230,0.0174584017113981,60,123.0,PORR,yes,cAMKK1fBVo,PORR,Austria,2025-03-27,True,EY,22,157,136,https://porr-group.com/fileadmin/s_porr-group/IR/Konzernberichte/2024/PORR_Geschaeftsbericht_2024_en_sec.pdf,,Engineering & Construction Services,770,688,5.6454096221241405,5.044210155871959,16.349692801736147,0.4399020484772057,0.9017991993782716,698795839.85,2.0,1853.0,1735.0,3499.0,683.0,2022.0,8018.0,1605.0,5429.0,251.0,5348.0,1043.0,3124.0,0.0561430086350552,0.0525677927586729,0.1060142402666262,0.0206938342675352,0.0612634449325859,0.2429328889562187,0.1644902287532192,0.0076049083472201,0.1620360551431601,0.0316012725344644,0.0946523254052416
AT0000644505,2024,210,246,120791,20.08134328358209,4862,0.0019914611284267,206,0.0,Lenzing,yes,wJ4eBqDbEb,Lenzing,Austria,2025-03-14,True,KPMG,46,246,201,https://reports.lenzing.com/geschaefts-und-nachhaltigkeitsbericht/2024/_assets/downloads/entire-lenzing-gb24.pdf?h=IrQy2_XM,,Chemicals,210,246,0.8692700615112053,1.0182877863416977,20.12567161460705,0.8527125365300395,0.0,1179337428.1,3.0,114.0,175.0,235.0,0.0,182.0,243.0,6325.0,34.0,0.0,84.0,0.0,125.0,0.0956375838926174,0.1468120805369127,0.1971476510067114,0.0,0.1526845637583892,0.2038590604026845,0.0285234899328859,0.0,0.0704697986577181,0.0,0.1048657718120805
AT0000652011,2024,1349,884,119292,82.56330188679244,9484,0.0005711740474291,198,387.0,Erste Group Bank,yes,1jZ9gISQY8,Erste Group Bank,Austria,2025-02-28,True,PwC,98,309,212,https://cdn0.erstegroup.com/content/dam/at/eh/www_erstegroup_com/en/Investor_Relations/onlinear2024/ar24reports/AR2024_FINAL_en.pdf?forceDownload=1,,Commercial Banks,1349,884,5.654193072460853,3.705193977802367,39.75119873922811,0.8298963886932904,1.6220702142641583,23970688014.0,9.0,5759.0,1405.0,7842.0,4499.0,4137.0,11083.0,3061.0,7170.0,198.0,1697.0,304.0,1610.0,0.1260064764572028,0.0307412917906528,0.1715823560301067,0.0984377734990372,0.0905172413793103,0.2424951864169438,0.1568790477857518,0.0043322247505688,0.0371302293015928,0.006651496586732,0.0352266760021004
AT0000720008,2024,580,551,45007,22.960454545454542,1498,0.0129441267868959,53,225.0,A1 Telekom Austria,yes,DMqZpQhzbR,Telekom Austria (A1 Telekom Austria),Austria,2025-03-21,True,EY,34,121,88,https://a1.group/wp-content/uploads/sites/6/2025/03/A1-Group_results-report-2024-1.pdf,,Telecommunication Services,580,551,6.443442131224032,6.121270024662831,16.641855711333793,0.5887972981980581,2.4996111715955296,5472186594.1,5.0,948.0,1140.0,2591.0,487.0,1425.0,5545.0,1163.0,4393.0,80.0,917.0,211.0,2735.0,0.0463071512309495,0.055685814771395,0.1265631105900742,0.0237885892926924,0.0696072684642438,0.2708577569363032,0.2145857756936303,0.0039077764751856,0.0447928878468151,0.010306760453302,0.1335971082454083
AT0000743059,2024,1873,2775,165449,16.845091463414633,5477,0.0136482345748373,261,321.0,OMV,yes,UuB7ulQMiE,OMV,Austria,2025-04-07,True,KPMG,96,423,328,https://reports.omv.com/en/annual-report/2024/_assets/downloads/entire-omv-ar24.pdf?h=AXaBFK3e,,Oil & Gas – Refining & Marketing,1873,2775,5.6603545503448185,8.386270089272223,16.551928388808633,0.7887627002883063,0.9700874589752732,12648304410.0,7.0,6521.0,2977.0,10109.0,2105.0,5958.0,19258.0,2919.0,11505.0,2033.0,5936.0,1752.0,13380.0,0.0799789045060956,0.0365123752054357,0.1239850859764024,0.0258174503887948,0.0730738096990212,0.23619594279687,0.1411067775406579,0.0249343832020997,0.0728039836141977,0.0214879682095812,0.1641033188608433
AT0000746409,2024,743,1063,82646,21.89296875,2446,0.0002334006426099,90,401.0,Verbund,yes,rc7ZBw9i8l,Verbund,Austria,2025-03-14,True,EY,156,347,192,https://www.verbund.com/media/knlh3iey/verbund-integrated-annual-report-2024-englisch-final-1.pdf,,Electric Utilities & Power Generators,743,1063,4.495075381748663,6.431043244682138,14.798054352297752,0.54449096145004,2.426009728238512,12335813822.0,7.0,2826.0,3657.0,5623.0,1807.0,3929.0,8372.0,2307.0,4806.0,406.0,2515.0,1513.0,3114.0,0.0732731798382078,0.0948195395146235,0.145794440987347,0.0468523127981746,0.1018720182534743,0.2170711470649242,0.1246110765401369,0.0105268616469612,0.0652095001037129,0.0392294129848579,0.0807405102675793
